GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC04_EST_VC41,Uninsured; Estimate; LIVING ARRANGEMENTS - In non-family households and other living arrangements
HC04_MOE_VC41,Uninsured; Margin of Error; LIVING ARRANGEMENTS - In non-family households and other living arrangements
HC05_EST_VC41,Percent Uninsured; Estimate; LIVING ARRANGEMENTS - In non-family households and other living arrangements
HC05_MOE_VC41,Percent Uninsured; Margin of Error; LIVING ARRANGEMENTS - In non-family households and other living arrangements
HC01_EST_VC44,Total; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC01_MOE_VC44,Total; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC02_EST_VC44,Insured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC02_MOE_VC44,Insured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC03_EST_VC44,Percent Insured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC03_MOE_VC44,Percent Insured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC04_EST_VC44,Uninsured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC04_MOE_VC44,Uninsured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC05_EST_VC44,Percent Uninsured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC05_MOE_VC44,Percent Uninsured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Native born
HC01_EST_VC45,Total; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC01_MOE_VC45,Total; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC02_EST_VC45,Insured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC02_MOE_VC45,Insured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC03_EST_VC45,Percent Insured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC03_MOE_VC45,Percent Insured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC04_EST_VC45,Uninsured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC04_MOE_VC45,Uninsured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC05_EST_VC45,Percent Uninsured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC05_MOE_VC45,Percent Uninsured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born
HC01_EST_VC46,Total; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC01_MOE_VC46,Total; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC02_EST_VC46,Insured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC02_MOE_VC46,Insured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC03_EST_VC46,Percent Insured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC03_MOE_VC46,Percent Insured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC04_EST_VC46,Uninsured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC04_MOE_VC46,Uninsured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC05_EST_VC46,Percent Uninsured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC05_MOE_VC46,Percent Uninsured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Naturalized
HC01_EST_VC47,Total; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC01_MOE_VC47,Total; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC02_EST_VC47,Insured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC02_MOE_VC47,Insured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC03_EST_VC47,Percent Insured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC03_MOE_VC47,Percent Insured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC04_EST_VC47,Uninsured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC04_MOE_VC47,Uninsured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC05_EST_VC47,Percent Uninsured; Estimate; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC05_MOE_VC47,Percent Uninsured; Margin of Error; NATIVITY AND U.S. CITIZENSHIP STATUS - Foreign born - Not a citizen
HC01_EST_VC50,Total; Estimate; DISABILITY STATUS - With a disability
HC01_MOE_VC50,Total; Margin of Error; DISABILITY STATUS - With a disability
HC02_EST_VC50,Insured; Estimate; DISABILITY STATUS - With a disability
HC02_MOE_VC50,Insured; Margin of Error; DISABILITY STATUS - With a disability
HC03_EST_VC50,Percent Insured; Estimate; DISABILITY STATUS - With a disability
HC03_MOE_VC50,Percent Insured; Margin of Error; DISABILITY STATUS - With a disability
HC04_EST_VC50,Uninsured; Estimate; DISABILITY STATUS - With a disability
HC04_MOE_VC50,Uninsured; Margin of Error; DISABILITY STATUS - With a disability
HC05_EST_VC50,Percent Uninsured; Estimate; DISABILITY STATUS - With a disability
HC05_MOE_VC50,Percent Uninsured; Margin of Error; DISABILITY STATUS - With a disability
HC01_EST_VC51,Total; Estimate; DISABILITY STATUS - No disability
HC01_MOE_VC51,Total; Margin of Error; DISABILITY STATUS - No disability
HC02_EST_VC51,Insured; Estimate; DISABILITY STATUS - No disability
HC02_MOE_VC51,Insured; Margin of Error; DISABILITY STATUS - No disability
HC03_EST_VC51,Percent Insured; Estimate; DISABILITY STATUS - No disability
HC03_MOE_VC51,Percent Insured; Margin of Error; DISABILITY STATUS - No disability
HC04_EST_VC51,Uninsured; Estimate; DISABILITY STATUS - No disability
HC04_MOE_VC51,Uninsured; Margin of Error; DISABILITY STATUS - No disability
HC05_EST_VC51,Percent Uninsured; Estimate; DISABILITY STATUS - No disability
HC05_MOE_VC51,Percent Uninsured; Margin of Error; DISABILITY STATUS - No disability
HC01_EST_VC54,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC01_MOE_VC54,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC02_EST_VC54,Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC02_MOE_VC54,Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC03_EST_VC54,Percent Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC03_MOE_VC54,Percent Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC04_EST_VC54,Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC04_MOE_VC54,Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC05_EST_VC54,Percent Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC05_MOE_VC54,Percent Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over
HC01_EST_VC55,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC01_MOE_VC55,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC02_EST_VC55,Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC02_MOE_VC55,Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC03_EST_VC55,Percent Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC03_MOE_VC55,Percent Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC04_EST_VC55,Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC04_MOE_VC55,Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC05_EST_VC55,Percent Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC05_MOE_VC55,Percent Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Less than high school graduate
HC01_EST_VC56,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC01_MOE_VC56,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC02_EST_VC56,Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC02_MOE_VC56,Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC03_EST_VC56,Percent Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC03_MOE_VC56,Percent Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC04_EST_VC56,Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC04_MOE_VC56,Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC05_EST_VC56,Percent Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC05_MOE_VC56,Percent Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - High school graduate (includes equivalency)
HC01_EST_VC57,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC01_MOE_VC57,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC02_EST_VC57,Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC02_MOE_VC57,Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC03_EST_VC57,Percent Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC03_MOE_VC57,Percent Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC04_EST_VC57,Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC04_MOE_VC57,Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC05_EST_VC57,Percent Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC05_MOE_VC57,Percent Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Some college or associate's degree
HC01_EST_VC58,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC01_MOE_VC58,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC02_EST_VC58,Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC02_MOE_VC58,Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC03_EST_VC58,Percent Insured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC03_MOE_VC58,Percent Insured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC04_EST_VC58,Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC04_MOE_VC58,Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC05_EST_VC58,Percent Uninsured; Estimate; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC05_MOE_VC58,Percent Uninsured; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian noninstitutionalized population 25 years and over - Bachelor's degree or higher
HC01_EST_VC61,Total; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC01_MOE_VC61,Total; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC02_EST_VC61,Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC02_MOE_VC61,Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC03_EST_VC61,Percent Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC03_MOE_VC61,Percent Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC04_EST_VC61,Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC04_MOE_VC61,Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC05_EST_VC61,Percent Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC05_MOE_VC61,Percent Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over
HC01_EST_VC62,Total; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC01_MOE_VC62,Total; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC02_EST_VC62,Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC02_MOE_VC62,Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC03_EST_VC62,Percent Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC03_MOE_VC62,Percent Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC04_EST_VC62,Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC04_MOE_VC62,Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC05_EST_VC62,Percent Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC05_MOE_VC62,Percent Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force
HC01_EST_VC63,Total; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC01_MOE_VC63,Total; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC02_EST_VC63,Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC02_MOE_VC63,Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC03_EST_VC63,Percent Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC03_MOE_VC63,Percent Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC04_EST_VC63,Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC04_MOE_VC63,Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC05_EST_VC63,Percent Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC05_MOE_VC63,Percent Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Employed
HC01_EST_VC64,Total; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC01_MOE_VC64,Total; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC02_EST_VC64,Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC02_MOE_VC64,Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC03_EST_VC64,Percent Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC03_MOE_VC64,Percent Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC04_EST_VC64,Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC04_MOE_VC64,Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC05_EST_VC64,Percent Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC05_MOE_VC64,Percent Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - In labor force - Unemployed
HC01_EST_VC65,Total; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC01_MOE_VC65,Total; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC02_EST_VC65,Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC02_MOE_VC65,Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC03_EST_VC65,Percent Insured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC03_MOE_VC65,Percent Insured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC04_EST_VC65,Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC04_MOE_VC65,Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC05_EST_VC65,Percent Uninsured; Estimate; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC05_MOE_VC65,Percent Uninsured; Margin of Error; EMPLOYMENT STATUS - Civilian noninstitutionalized population 18 years and over - Not in labor force
HC01_EST_VC68,Total; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC01_MOE_VC68,Total; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC02_EST_VC68,Insured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC02_MOE_VC68,Insured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC03_EST_VC68,Percent Insured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC03_MOE_VC68,Percent Insured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC04_EST_VC68,Uninsured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC04_MOE_VC68,Uninsured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC05_EST_VC68,Percent Uninsured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC05_MOE_VC68,Percent Uninsured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years
HC01_EST_VC69,"Total; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC01_MOE_VC69,"Total; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC02_EST_VC69,"Insured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC02_MOE_VC69,"Insured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC03_EST_VC69,"Percent Insured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC03_MOE_VC69,"Percent Insured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC04_EST_VC69,"Uninsured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC04_MOE_VC69,"Uninsured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC05_EST_VC69,"Percent Uninsured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC05_MOE_VC69,"Percent Uninsured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked full-time, year round in the past 12 months"
HC01_EST_VC70,"Total; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC01_MOE_VC70,"Total; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC02_EST_VC70,"Insured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC02_MOE_VC70,"Insured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC03_EST_VC70,"Percent Insured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC03_MOE_VC70,"Percent Insured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC04_EST_VC70,"Uninsured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC04_MOE_VC70,"Uninsured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC05_EST_VC70,"Percent Uninsured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC05_MOE_VC70,"Percent Uninsured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Worked less than full-time, year round in the past 12 months"
HC01_EST_VC71,Total; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC01_MOE_VC71,Total; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC02_EST_VC71,Insured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC02_MOE_VC71,Insured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC03_EST_VC71,Percent Insured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC03_MOE_VC71,Percent Insured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC04_EST_VC71,Uninsured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC04_MOE_VC71,Uninsured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC05_EST_VC71,Percent Uninsured; Estimate; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC05_MOE_VC71,Percent Uninsured; Margin of Error; WORK EXPERIENCE - Civilian noninstitutionalized population 18 to 64 years - Did not work
HC01_EST_VC74,Total; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC01_MOE_VC74,Total; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC02_EST_VC74,Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC02_MOE_VC74,Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC03_EST_VC74,Percent Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC03_MOE_VC74,Percent Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC04_EST_VC74,Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC04_MOE_VC74,Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC05_EST_VC74,Percent Uninsured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC05_MOE_VC74,Percent Uninsured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population
HC01_EST_VC75,"Total; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC01_MOE_VC75,"Total; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC02_EST_VC75,"Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC02_MOE_VC75,"Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC03_EST_VC75,"Percent Insured; Estimate; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
HC03_MOE_VC75,"Percent Insured; Margin of Error; HOUSEHOLD INCOME (IN 2015 INFLATION-ADJUSTED DOLLARS) - Total household population - Under $25,000"
